                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5668,                 2.4444,                 1.4039,                0.03128,                0.52941,                0.02294,                0.00852,                 1.9685,                 241.48,                 3.1881,                 0.0005,                 0.0005,                 0.0005
